id,name,latitude,longitude,prefecture,line_name
6d8db944-2371-42c8-9bed-c67afdc5c4a5,門静,43.057581,144.782638,北海道,花咲線
8a82fb76-80e7-43a2-a691-1e77f9b00538,厚岸,43.056248,144.841355,北海道,花咲線
4f899bc7-fda7-4657-89ff-c4da25d1db17,糸魚沢,43.103506,144.92545,北海道,花咲線
1f1b7565-6c75-4d70-9d69-d73d6b376690,茶内,43.129266,145.02801,北海道,花咲線
ebccd25a-569d-483d-a19f-b2f936f31951,浜中,43.15754,145.099657,北海道,花咲線
7ae8c33b-534b-4d16-82f4-4b65423da527,姉別,43.196201,145.194716,北海道,花咲線
6a6b08cf-55cc-4fac-9046-79217cb8c0fb,厚床,43.228224,145.252096,北海道,花咲線
9736bf33-5a37-40bc-9344-4e21604ba58d,初田牛,43.204542000000004,145.32277,北海道,花咲線
8d3599dc-2a09-414f-bed0-e76cb920b8ab,別当賀,43.218427,145.423593,北海道,花咲線
235dc31f-f4ba-49c0-a438-ac8c47c8523e,落石,43.198335,145.519449,北海道,花咲線
04e37681-ac67-4258-91b0-709400d3b5d0,昆布盛,43.228593,145.542444,北海道,花咲線
7194dafe-e18c-4a3f-9d70-7791dc292d91,西和田,43.268043,145.541817,北海道,花咲線
d68b8f19-339a-4bbf-b356-45bbd0d5a627,花咲,43.295388,145.575045,北海道,花咲線
c16aa36a-afcf-48bf-8409-f12fd79fe0cf,東根室,43.323655,145.597234,北海道,花咲線
a1c5157f-9403-4a4c-9c68-f2facba163b2,根室,43.326923,145.582707,北海道,花咲線
764f6aef-e444-4ed0-9bdc-7095f3a7cf37,苫小牧,42.639665,141.596837,北海道,JR千歳線
ffc4e055-31a6-440d-a74e-52c726af3251,沼ノ端,42.672057,141.693132,北海道,JR千歳線
6abf098f-4d43-4904-a245-51d9df5552c7,植苗,42.713645,141.735344,北海道,JR千歳線
6958c4cf-7b8c-4580-b95f-852dc6b6c913,美々,42.777418,141.711387,北海道,JR千歳線
7862c1bf-3661-4e6c-96fa-144a30dd9da9,新千歳空港,42.787546,141.680823,北海道,JR千歳線
7dbcf203-9d65-483e-9a78-e551161aeb75,南千歳,42.80804,141.675388,北海道,JR千歳線
de110bb4-d677-433a-9ec5-e91e611dbcef,千歳,42.82811,141.651934,北海道,JR千歳線
d8a6bbbf-0780-49eb-bb7f-f75163610325,長都,42.852178,141.622987,北海道,JR千歳線
